mallId,name,street,postalCode,website,lat,lng,tel,description,numOfLikes
knightsbridge,Knightsbridge,"270 Orchard Rd",238857,http://www.knightsbridge.com.sg,1.3030818148096,103.83615911007,+6565936999,,1569
liang,"Liang Court","177 River Valley Rd.",179030,http://www.liangcourt.com.sg,1.2920191759296,103.84497475742,+6563367184,"Liang Court offers a unique “Asia Fusion by the River” shopping experience and attracts overseas visitors, expatriates and locals from the residential condominiums in the vicinity and office workers from the nearby Central Business District.",15538
Lot1,"Lot One","21 Choa Chu Kang Ave 4",689812,http://www.lot1.com.sg,1.385268891605,103.74473333359,+6563146200,,86650
MG,"Mandarin Gallery","333 Orchard Rd",238867,http://www.mandaringallery.com.sg,1.3023591710631,103.83671494618,+6568316363,"Set right in the heart of Singapore’s bustling Orchard Road, the four-level Mandarin Gallery is a retail haven for the discerning fashionista offering an amazing spread of quintessential boutiques as well as international fashion brands.",18827
MS,"Marina Square","6 Raffles Blvd.",039594,http://www.marinasquare.com.sg,1.2911275910442,103.85770797729,+6563398787,"Shop, eat, play and relax is the mantra at Marina Square, and you can do all this and more at this classy mall. Thanks to its location next to Marina Bay and some of Singapore’s grandest hotels like the Mandarin and the Oriental, Marina Square is filled with high street fashion boutiques.",79790
nex,nex,"23 Serangoon Central",556083,http://www.nex.com.sg,1.3506782573133,103.87274980545,+6564166366,NULL,191790
Ngee,"Ngee Ann City","391 Orchard Rd.",238872,http://www.ngeeanncity.com.sg/,1.3031944384523,103.83480191231,+6565060461,"Ngee Ann City is a staple of Orchard Road, with something to delight everyone. Another large mall on the Orchard Road shopping strip, this mall has seven levels and more than 100 specialty stores including Cartier, Zara, Calvin Klein, Hugo Boss, Dior and Armani.",29228
Northpoint,Northpoint,"930 Yishun Ave 2",769098,http://www.fraserscentrepointmalls.com/malls/np/index.asp,1.4293725569436,103.83560657501,+6567542300,"Northpoint is conveniently located opposite the Yishun MRT station and next to the Yishun bus interchange. Integrate it with its new wing, Northpoint 2. With a combined net lettable area of 235,000 sq ft, the enlarged Northpoint boasts a shop mix with exciting services and retail concepts",84998
OrchardC,"Orchard Central","181 Orchard Rd.",238896,http://www.orchardcentral.com.sg,1.3008331585348,103.83975468686,+6562381051,"As Singapore’s tallest vertical mall, Orchard Central is an exciting and inviting spot to do your shopping. Designed such that glass is a central feature throughout, the mall has a breezy and welcoming feel.",37269
Pacific,"Pacific Plaza","9 Scotts Road",228210,http://www.pacificplaza-pp.com.sg/,1.3063609687084,103.8323333176,,,3140
Paragon,Paragon,"290 Orchard Rd.",238859,http://paragon.sg,1.3034162344188,103.83559405098,+6567385535,"Paragon is an upmarket shopping mall with 200 stores and six levels. Situated on bustling Orchard Road, it has luxury goods retailers like Miu Miu, Gucci, Alfred Dunhill and Salvatore Ferragamo, and fashion labels like Armani Exchange, Diesel, Escada, G-Star, and Miss Sixty that call Paragon home.",65686
PM,"Park Mall","9 Penang Road",258459,http://parkmall.com.sg/,1.297949389184,103.84540200233,,,6127
PoMo,PoMo,"1 Selegie Rd",188306,,1.2999599862068,103.84964553789,,,8013
PP,"Parkway Parade","80 Marine Parade Rd.",449269,http://www.parkwayparade.com.sg,1.3013924595651,103.90546739101,+6563441242,"Parkway Parade is one of Singapore’s first major & biggest suburban malls. It has understood & catered to the needs of local families for the past 20 years, & is the destination of choice, offering the largest range of stores on the East Coast of Singapore.",69847
PS,"Plaza Singapura","68 Orchard Rd",238839,http://www.plazasingapura.com.sg,1.3003037633633,103.8448870182,+6563329298,"Plaza Singapura is a popular contemporary one-stop urban mall with emphasis on fashion, entertainment and food for families and young adults. Located in the heart of Orchard Road, its retail outlets are spread over nine floors with each floor having its own theme.",141037
Punggol,"Punggol Plaza","168 Punggol Field",820168,http://www.koufu.com.sg/shopping-malls/punggol-plaza,1.39417317287,103.91286118696,,,13254
Raffles,"Raffles City","252 N Bridge Rd.",179103,http://www.rafflescity.com.sg,1.2939592830659,103.85336279869,+6563180238,,72604
RM,"Rivervale Mall","11 Rivervale Crescent",545082,http://www.rivervalemall.com.sg/,1.3922084096056,103.90446424484,+6566342038,,15932
RW,"Robertson Walk","11 Unity Street",237995,http://www.fraserscentrepointmalls.com/malls/rw/index.asp,1.291814062127231,103.84140014648438," 68342465","Robertson Walk in the Robertson Quay area is the perfect destination for an intimate dinner or an evening to chill out with friends. With its specialty restaurants, water holes, alfresco dining and a pretty courtyard, it presents a romantic setting reminiscent of a Mediterranean town square.",0
RWS,"Resorts World Sentosa","8 Sentosa Gateway",098269,http://www.rwsentosa.com,1.2563103948173,103.82089734077,+6565778888,"The S$6.59 billion must-see destination. It offers a wide range of entertainment and shows such as the Casino, Universal Studios Singapore® , along with MICE facilities. As well as celebrity chef restaurants, brand-name boutiques and a half-kilometer long shopping and dining.",27604
Scotts,"Scotts Square","8 Scotts Rd.",228238,http://www.scottssquare.com,1.3058330480677,103.83303165436,+6567331188,"Scotts Square embodies the art of fine shopping. The main entrance of the retail podium is adorned with world-renowned art pieces, making it one of the most prominent Orchard Road shopping destination in downtown Singapore.",4200
Shoppes,"The Shoppes At Marina Bay Sands","2 Bayfront Ave.",018972,http://www.marinabaysands.com/shoppes,1.2835480867487,103.85888566368,+6566888868,"Stroll through our eye-catching, modern shopping mecca, with its contemporary, open design & breathtaking views of Singapore's city skyline. The Shoppes at Marina Bay Sands, boasting over 800,000 square ft of retail and restaurant space, is Singapore's first large-scale luxury shopping destination.",49704
Square2,"Square 2","10 Sinaran Dr",307506,http://www.square2.com.sg,1.3207636647656,103.84413599968,+6563972288,,17778
ssc,"Sembawang Shopping Centre","604 Sembawang Rd",758459,http://www.sembawangsc.com.sg/,1.4415030626002,103.82457733154,+6567578000,,16742
TAM,"Tampines Mall","4 Tampines Central 5",529510,http://www.tampinesmall.com.sg,1.3527751610735,103.94493877888,+6567888370,"Tampines Mall, located in the eastern part of Singapore next to the Tampines MRT station & bus interchange. Offers a varied and exciting mix of shopping, dining and entertainment under one roof for consumers residing in the high-density residential area of Tampines regional centre.",102918
"Tampines 1","Tampines 1","10 Tampines Central 1",529536,http://www.tampines1.com.sg,1.354033247267,103.9451173397,+6565725522,"Tampines 1 is one of Singapore’s newest sub-urban mall in the East and is set to bring a breath of metropolitan lifestyle to the Tampines area.",66795
Tanglin,"Tanglin Shopping Centre","19 Tanglin Rd",247909,http://www.tanglinsc.com/,1.3064324838371,103.82685365065,,,3259
"Tanglin Mall","Tanglin Mall","163 Tanglin Rd",247933,http://www.tanglinmall.com.sg,1.3048355252458,103.82348299026,+6567364922,NULL,9884
TBP,"Tiong Bahru Plaza","302 Tiong Bahru Rd.",168732,http://www.tiongbahruplaza.com.sg,1.2862901291813,103.82734086962,+6562764686,"Tiong Bahru Plaza offers a unique urban experience, being part of the city downtown area. The mall is constantly re-inventing itself, to present new and exciting offerings to its shoppers.",52127
TC,"The Centrepoint","176 Orchard Rd.",238843,http://www.centrepoint.com.sg,1.3014246377708,103.83946895599,+6567379000,"The Centrepoint is a landmark mall located prominently in the heart of Orchard Road. It features an excellent mix of well-known retailers while offering a wide-selection of quality merchandise. The Centrepoint places high value on keeping in tune with the changing lifestyles of today's consumers and introduces fresh concepts to continuously pique shoppers' interest.",26974
TCM,"The Clementi Mall","3155 Commonwealth Ave West",129588,http://www.theclementimall.com,1.3150681598719,103.76475334167,+6566594118,"It is a six-storey retail development totaling approximately 191,000 square feet of retail space. With its strategic location in Clementi town and accessibility to integrated transport amenities like the Clementi MRT station and bus interchange, It's poised to be an anchor attraction in the area.",64304
"The Cathay","The Cathay","2 Handy Rd",229233,http://www.thecathay.com.sg,1.2995046707785,103.84764432907,+6567327332,NULL,41825
"The Central","The Central","6 Eu Tong Sen St.",059817,http://www.thecentral.com.sg,1.2889699644971,103.84695800604,NULL,"The Central comprises a five-storey shopping mall, situated below a block of purpose-built small office/home office units, and a 25-storey office tower.",38668
TSV,"The Star Vista","1 Vista Exchange Green",138617,http://www.thestarvista.com,1.306380076544,103.78932237625,+6566943111,,12928
US,"United Square","101 Thomson Rd.",307591,http://www.unitedsquare.com.sg,1.3175495890718,103.84385945541,+6562515885,,23561
Velocity,"Velocity Novena","Novena Square",307683,http://velocitynovena.com.sg,1.3197232439405,103.8436961174,+6563580700,"Challenge the norm, at Singapore's dedicated sports and lifestyle mall.",34451
VivoCity,VivoCity,"1 Harbourfront Walk",098585,http://www.vivocity.com.sg,1.2649392298845,103.82166828472,+6563776860,"Singapore's Largest Retail & Lifestyle destination.",226353
VP,"Valley Point Shopping Centre","491B River Valley Road",248371,http://www.fraserscentrepointmalls.com/malls/vp/index.asp,1.2931916590871,103.8267687402,+6567375523,,3671
Wheelock,"Wheelock Place","501 Orchard Rd",238880,http://www.wheelockplace.com/,1.3046424562668,103.83118629456,,,22904
Wisma,"Wisma Atria","435 Orchard Rd.",238877,http://www.wismaonline.com,1.3038503469005,103.83310320591,+6562358177,"Wisma Atria is a fashionista’s mall like no other. It houses nearly 100 different specialty stores, anchored by leading Japanese department store Isetan, fashion brands GAP- the first Asia flagship store outside Japan and Nike - the first flagship store in Singapore.",36770
WM,"West Mall","1 Bukit Batok Central Link",658713,http://www.westmall.com.sg,1.3497129301656,103.7492287159,+6563091166,"Located in the heart of Bukit Batok Central since 1998, West Mall has been a focal point for residents as a place for all-in-one shopping and entertainment experience for the family. West Mall also attracts visitors from all over Singapore with its fascinating line-up of programmes and activities.",49679
WSSC,"White Sands Shopping Centre","1 Pasir Ris Central Street 3",518457,http://www.whitesands.com.sg,1.3725052738168,103.94973993301,+6565850606,"White Sands is the most accessible shopping centre in the vicinity of Pasir Ris, catering to all your shopping needs.",44464
YTP,"Yew Tee Point","21 Choa Chu Kang North 6",689578,http://www.yewteepoint.com.sg,1.3966745397454,103.74611661617,+6564651986,NULL,10981
